NM_001143805.1,AY054395.2,100.000,3693,0,0,135,3827,377,4069,0.0,6661
NM_001143805.1,AY054395.2,100.000,80,0,0,57,136,1,80,1.45e-29,145
NM_001143805.1,NM_001143806.1,99.973,3695,1,0,133,3827,348,4042,0.0,6660
NM_001143805.1,NM_001143806.1,100.000,136,0,0,1,136,1,136,5.77e-60,246
NM_001143805.1,AY054394.2,99.973,3695,1,0,133,3827,292,3986,0.0,6660
NM_001143805.1,AY054394.2,100.000,80,0,0,57,136,1,80,1.45e-29,145
NM_001143805.1,EF689021.1,100.000,3692,0,0,136,3827,647,4338,0.0,6659
NM_001143805.1,NM_170734.3,100.000,3692,0,0,136,3827,285,3976,0.0,6659
NM_001143805.1,AY054400.2,100.000,3692,0,0,136,3827,252,3943,0.0,6659
NM_001143805.1,AY054392.2,100.000,3692,0,0,136,3827,338,4029,0.0,6659
NM_001143805.1,NM_001709.5,99.892,3701,2,2,129,3827,285,3985,0.0,6650
NM_001143805.1,NM_001143807.2,99.919,3698,1,2,132,3827,52,3749,0.0,6649
NM_001143805.1,NM_001143814.2,99.919,3696,1,2,134,3827,397,4092,0.0,6645
NM_001143805.1,NM_001143813.2,99.919,3695,1,2,135,3827,273,3967,0.0,6643
NM_001143805.1,NM_170731.5,99.919,3694,1,2,136,3827,619,4312,0.0,6642
NM_001143805.1,AC087446.13,99.892,3696,2,2,134,3827,147178,150873,0.0,6641
NM_001143805.1,AC087446.13,100.000,136,0,0,1,136,84987,85122,5.77e-60,246
NM_001143805.1,AC104563.14,99.892,3696,2,2,134,3827,79217,75522,0.0,6641
NM_001143805.1,XM_004050848.3,98.976,3711,20,6,129,3827,331,4035,0.0,6511
NM_001143805.1,XM_004050854.3,99.001,3705,19,6,135,3827,433,4131,0.0,6505
NM_001143805.1,XM_004050854.3,100.000,136,0,0,1,136,1,136,5.77e-60,246
NM_001143805.1,XM_004050856.3,98.975,3707,20,6,133,3827,348,4048,0.0,6504
NM_001143805.1,XM_004050856.3,100.000,136,0,0,1,136,1,136,5.77e-60,246
NM_001143805.1,XM_004050850.3,99.001,3704,19,6,136,3827,654,4351,0.0,6503
NM_001143805.1,XM_004050849.3,99.001,3704,19,6,136,3827,286,3983,0.0,6503
NM_001143805.1,XM_008955892.1,99.027,3700,17,6,129,3827,185,3866,0.0,6501
NM_001143805.1,XM_008955893.1,99.053,3694,16,6,135,3827,336,4011,0.0,6495
NM_001143805.1,XM_008955891.1,99.052,3693,16,6,136,3827,651,4325,0.0,6493
NM_001143805.1,XM_011520280.2,99.944,3588,1,1,135,3721,1230,4817,0.0,6459
NM_001143805.1,XM_011964723.1,96.958,3846,69,16,1,3827,1,3817,0.0,6380
NM_001143805.1,XM_025358313.1,96.907,3848,77,17,1,3827,1,3827,0.0,6365
NM_001143805.1,XM_002821931.2,98.088,3713,49,10,129,3827,333,4037,0.0,6351
NM_001143805.1,XM_023230353.2,96.848,3839,82,15,1,3827,1,3812,0.0,6346
NM_001143805.1,XM_009246514.2,98.112,3707,48,10,135,3827,332,4030,0.0,6345
NM_001143805.1,XM_009246514.2,97.143,35,1,0,102,136,1,35,0.002,59.9
NM_001143805.1,XM_009246513.2,98.112,3707,48,10,135,3827,337,4035,0.0,6345
NM_001143805.1,XM_009246512.2,98.111,3706,48,10,136,3827,655,4352,0.0,6343
NM_001143805.1,XM_009246511.2,98.111,3706,48,10,136,3827,252,3949,0.0,6343
NM_001143805.1,XM_011710309.1,96.653,3854,76,17,6,3827,1,3833,0.0,6341
NM_001143805.1,XM_011936315.1,96.850,3841,82,17,1,3827,1,3816,0.0,6341
NM_001143805.1,XM_008955894.2,99.052,3587,16,5,135,3721,173,3741,0.0,6310
NM_001143805.1,XM_003830432.3,99.052,3586,16,5,136,3721,252,3819,0.0,6308
NM_001143805.1,XM_003254347.2,97.924,3709,47,15,129,3827,331,4019,0.0,6302
NM_001143805.1,XM_003254348.2,97.948,3703,46,15,135,3827,626,4308,0.0,6295
NM_001143805.1,XM_030829513.1,97.948,3703,46,15,135,3827,433,4115,0.0,6295
NM_001143805.1,XM_030829513.1,97.794,136,3,0,1,136,1,136,1.27e-55,233
NM_001143805.1,XM_012031697.1,96.988,3718,69,15,129,3827,330,4023,0.0,6172
NM_001143805.1,XM_005578346.2,97.014,3717,70,16,129,3827,330,4023,0.0,6168
NM_001143805.1,XM_017948537.3,97.013,3716,69,16,129,3827,330,4020,0.0,6167
NM_001143805.1,XM_012031705.1,97.010,3712,68,15,135,3827,20,3707,0.0,6166
NM_001143805.1,XM_012031704.1,97.010,3712,68,15,135,3827,1903,5590,0.0,6166
NM_001143805.1,XM_012031702.1,97.010,3712,68,15,135,3827,433,4120,0.0,6166
NM_001143805.1,XM_012031702.1,97.794,136,3,0,1,136,1,136,1.27e-55,233
NM_001143805.1,XM_012031701.1,97.010,3712,68,15,135,3827,332,4019,0.0,6166
NM_001143805.1,XM_012031700.1,97.009,3711,68,15,136,3827,665,4351,0.0,6164
NM_001143805.1,XM_012031699.1,97.009,3711,68,15,136,3827,716,4402,0.0,6164
NM_001143805.1,XM_012031698.1,97.009,3711,68,15,136,3827,77,3763,0.0,6164
NM_001143805.1,XM_005578347.2,97.036,3711,69,16,135,3827,300,3987,0.0,6162
NM_001143805.1,XM_005578350.2,97.036,3711,69,16,135,3827,331,4018,0.0,6162
NM_001143805.1,XM_005578351.2,97.036,3711,69,16,135,3827,428,4115,0.0,6162
NM_001143805.1,XM_005578351.2,98.473,131,2,0,6,136,1,131,1.55e-54,228
NM_001143805.1,XM_017948542.3,97.035,3710,68,16,135,3827,432,4116,0.0,6161
NM_001143805.1,XM_017948542.3,98.519,135,2,0,2,136,1,135,1.04e-56,235
NM_001143805.1,XM_017948541.3,97.035,3710,68,16,135,3827,582,4266,0.0,6161
NM_001143805.1,XM_010374529.2,96.961,3718,68,17,129,3827,330,4021,0.0,6160
NM_001143805.1,XM_005578349.2,97.035,3710,69,16,136,3827,660,4346,0.0,6160
NM_001143805.1,XM_017948540.3,97.034,3709,68,16,136,3827,660,4343,0.0,6159
NM_001143805.1,XM_011964715.1,96.907,3718,67,16,129,3827,186,3874,0.0,6158
NM_001143805.1,XM_011964726.1,96.931,3715,66,16,132,3827,131,3816,0.0,6157
NM_001143805.1,XM_015114598.2,96.960,3717,71,17,129,3827,330,4022,0.0,6156
NM_001143805.1,XM_010374531.2,96.983,3712,67,17,135,3827,333,4018,0.0,6154
NM_001143805.1,XM_011964724.1,96.929,3712,66,16,135,3827,72,3754,0.0,6152
NM_001143805.1,XM_011964721.1,96.929,3712,66,16,135,3827,433,4115,0.0,6152
NM_001143805.1,XM_011964721.1,97.794,136,3,0,1,136,1,136,1.27e-55,233
NM_001143805.1,XM_011964720.1,96.929,3712,66,16,135,3827,332,4014,0.0,6152
NM_001143805.1,XM_011964717.1,96.929,3712,66,16,135,3827,76,3758,0.0,6152
NM_001143805.1,XM_011964722.1,96.904,3714,67,16,133,3827,348,4032,0.0,6151
NM_001143805.1,XM_011964722.1,97.794,136,3,0,1,136,1,136,1.27e-55,233
NM_001143805.1,XM_011964719.1,96.928,3711,66,16,136,3827,665,4346,0.0,6150
NM_001143805.1,XM_011964718.1,96.928,3711,66,16,136,3827,285,3966,0.0,6150
NM_001143805.1,XM_015114602.2,96.982,3711,70,17,135,3827,276,3962,0.0,6149
NM_001143805.1,XM_015114601.2,96.982,3711,70,17,135,3827,621,4307,0.0,6149
NM_001143805.1,XM_015114601.2,97.794,136,3,0,1,136,189,324,1.27e-55,233
NM_001143805.1,XM_015114600.2,96.982,3711,70,17,135,3827,413,4099,0.0,6149
NM_001143805.1,XM_015114599.2,96.981,3710,70,17,136,3827,660,4345,0.0,6148
NM_001143805.1,XM_025358305.1,96.828,3720,76,17,129,3827,330,4028,0.0,6139
NM_001143805.1,XM_025358316.1,96.852,3717,75,17,132,3827,132,3827,0.0,6138
NM_001143805.1,XM_025358310.1,96.850,3714,75,17,135,3827,433,4125,0.0,6132
NM_001143805.1,XM_025358310.1,98.529,136,2,0,1,136,1,136,2.99e-57,237
NM_001143805.1,XM_025358309.1,96.850,3714,75,17,135,3827,332,4024,0.0,6132
NM_001143805.1,XM_025358311.1,96.825,3716,76,17,133,3827,348,4042,0.0,6131
NM_001143805.1,XM_025358311.1,98.529,136,2,0,1,136,1,136,2.99e-57,237
NM_001143805.1,XM_025358308.1,96.849,3713,75,17,136,3827,665,4356,0.0,6130
NM_001143805.1,XM_025358307.1,96.849,3713,75,17,136,3827,285,3976,0.0,6130
NM_001143805.1,XM_017858805.1,96.879,3717,68,21,129,3827,338,4024,0.0,6130
NM_001143805.1,XM_023230350.2,96.793,3711,80,15,129,3827,330,4013,0.0,6124
NM_001143805.1,XM_023230355.2,96.818,3708,79,15,132,3827,126,3806,0.0,6123
NM_001143805.1,XM_011710310.2,96.569,3731,75,17,129,3827,325,4034,0.0,6123
NM_001143805.1,XM_017858808.1,96.901,3711,67,21,135,3827,433,4113,0.0,6123
NM_001143805.1,XM_017858808.1,98.529,136,2,0,1,136,1,136,2.99e-57,237
NM_001143805.1,XM_017858807.1,96.901,3711,67,21,135,3827,334,4014,0.0,6123
NM_001143805.1,XM_011936307.1,96.822,3713,79,17,129,3827,330,4017,0.0,6123
NM_001143805.1,XM_011936318.1,96.846,3710,78,17,132,3827,132,3816,0.0,6122
NM_001143805.1,XM_017858806.1,96.900,3710,67,21,136,3827,663,4342,0.0,6121
NM_001143805.1,XM_023230351.2,96.815,3705,79,15,135,3827,433,4110,0.0,6118
NM_001143805.1,XM_023230351.2,97.794,136,3,0,1,136,1,136,1.27e-55,233
NM_001143805.1,XM_023230349.2,96.815,3705,79,15,135,3827,332,4009,0.0,6118
NM_001143805.1,XM_023230347.2,96.815,3705,79,15,135,3827,76,3753,0.0,6118
NM_001143805.1,XM_023230352.2,96.790,3707,80,15,133,3827,348,4027,0.0,6117
NM_001143805.1,XM_023230352.2,97.794,136,3,0,1,136,1,136,1.27e-55,233
NM_001143805.1,XM_011710307.2,96.591,3725,74,17,135,3827,332,4035,0.0,6117
NM_001143805.1,XM_011710306.1,96.591,3725,74,17,135,3827,428,4131,0.0,6117
NM_001143805.1,XM_011710306.1,98.473,131,2,0,6,136,1,131,1.55e-54,228
NM_001143805.1,XM_011936317.1,96.844,3707,78,17,135,3827,72,3753,0.0,6117
NM_001143805.1,XM_011936313.1,96.844,3707,78,17,135,3827,433,4114,0.0,6117
NM_001143805.1,XM_011936313.1,97.059,136,4,0,1,136,1,136,1.55e-54,228
NM_001143805.1,XM_011936312.1,96.844,3707,78,17,135,3827,332,4013,0.0,6117
NM_001143805.1,XM_011936309.1,96.844,3707,78,17,135,3827,76,3757,0.0,6117
NM_001143805.1,XM_023230348.2,96.814,3704,79,15,136,3827,663,4339,0.0,6116
NM_001143805.1,XM_011710308.1,96.566,3727,75,17,133,3827,343,4048,0.0,6116
NM_001143805.1,XM_011710308.1,98.473,131,2,0,6,136,1,131,1.55e-54,228
NM_001143805.1,XM_011936314.1,96.819,3709,79,17,133,3827,348,4031,0.0,6116
NM_001143805.1,XM_011936314.1,97.059,136,4,0,1,136,1,136,1.55e-54,228
NM_001143805.1,XM_011710305.1,96.590,3724,74,17,136,3827,665,4367,0.0,6115
NM_001143805.1,XM_011936311.1,96.843,3706,78,17,136,3827,338,4018,0.0,6115
NM_001143805.1,XM_003254346.2,97.942,3595,45,14,136,3721,317,3891,0.0,6113
NM_001143805.1,XM_003254349.2,97.942,3595,45,14,136,3721,252,3826,0.0,6113
NM_001143805.1,XM_011710304.1,96.589,3723,74,17,137,3827,26,3727,0.0,6113
NM_001143805.1,XM_011936316.1,96.842,3705,78,17,137,3827,226,3905,0.0,6113
NM_001143805.1,XM_012452245.1,94.554,3893,115,29,1,3827,1,3862,0.0,6022
NM_001143805.1,XM_017948546.3,96.975,3603,68,15,135,3721,80,3657,0.0,5976
NM_001143805.1,XM_017948538.3,96.973,3601,68,15,137,3721,168,3743,0.0,5973
NM_001143805.1,XM_010374533.2,96.921,3605,67,16,135,3721,332,3910,0.0,5969
NM_001143805.1,XM_010374533.2,100.000,35,0,0,102,136,1,35,3.90e-05,64.4
NM_001143805.1,XM_030918921.1,96.921,3605,67,16,135,3721,74,3652,0.0,5969
NM_001143805.1,XM_010374530.2,96.920,3604,67,16,136,3721,317,3894,0.0,5967
NM_001143805.1,XM_010374532.2,96.919,3603,67,16,137,3721,252,3828,0.0,5965
NM_001143805.1,XM_025358315.1,96.784,3607,75,16,135,3721,72,3657,0.0,5947
NM_001143805.1,XM_025358306.1,96.784,3607,75,16,135,3721,76,3661,0.0,5947
NM_001143805.1,XM_025358314.1,96.782,3605,75,16,137,3721,232,3815,0.0,5944
NM_001143805.1,XM_023230357.2,96.748,3598,79,14,135,3721,72,3642,0.0,5933
NM_001143805.1,XM_023230356.2,96.746,3596,79,14,137,3721,220,3788,0.0,5929
NM_001143805.1,XM_017538722.1,94.751,3753,126,27,129,3827,327,4062,0.0,5823
NM_001143805.1,XM_012452238.1,94.502,3765,111,28,129,3827,327,4061,0.0,5818
NM_001143805.1,XM_017538723.1,94.769,3747,125,27,135,3827,336,4065,0.0,5817
NM_001143805.1,XM_012452244.1,94.520,3759,110,28,135,3827,432,4160,0.0,5811
NM_001143805.1,XM_012452244.1,96.241,133,5,0,1,133,1,133,2.80e-51,218
NM_001143805.1,XM_012452243.1,94.520,3759,110,28,135,3827,336,4064,0.0,5811
NM_001143805.1,XM_012452242.1,94.518,3758,110,28,136,3827,654,4381,0.0,5809
NM_001143805.1,XM_002755152.3,94.141,3755,129,32,129,3827,342,4061,0.0,5718
NM_001143805.1,XM_009007854.2,94.158,3749,128,32,135,3827,1527,5240,0.0,5712
NM_001143805.1,XM_009007858.1,94.158,3749,128,32,135,3827,336,4049,0.0,5712
NM_001143805.1,XM_012452246.1,94.387,3652,110,27,135,3721,107,3728,0.0,5626
NM_001143805.1,XM_012452241.1,94.385,3651,110,27,136,3721,250,3870,0.0,5625
NM_001143805.1,XM_012452239.1,94.384,3650,110,27,137,3721,64,3683,0.0,5623
NM_001143805.1,XM_012649557.1,91.339,3764,240,39,129,3827,327,4069,0.0,5221
NM_001143805.1,XM_012649566.1,91.359,3761,239,39,132,3827,224,3963,0.0,5220
NM_001143805.1,XM_012649561.1,91.352,3758,239,39,135,3827,432,4168,0.0,5214
NM_001143805.1,XM_012649561.1,96.992,133,4,0,1,133,1,133,6.58e-53,223
NM_001143805.1,XM_012649560.1,91.352,3758,239,39,135,3827,342,4078,0.0,5214
NM_001143805.1,XM_012649556.1,91.352,3758,239,39,135,3827,365,4101,0.0,5214
NM_001143805.1,XM_012649564.1,91.330,3760,240,39,133,3827,347,4085,0.0,5213
NM_001143805.1,XM_012649564.1,96.992,133,4,0,1,133,1,133,6.58e-53,223
NM_001143805.1,XM_012649569.1,91.349,3757,239,39,136,3827,278,4013,0.0,5213
NM_001143805.1,XM_012649559.1,91.349,3757,239,39,136,3827,645,4380,0.0,5213
NM_001143805.1,XM_020286534.1,91.066,3772,241,36,129,3827,330,4078,0.0,5208
NM_001143805.1,XM_020286540.1,91.085,3769,240,36,132,3827,226,3971,0.0,5207
NM_001143805.1,XM_020286538.1,91.078,3766,240,36,135,3827,506,4248,0.0,5202
NM_001143805.1,XM_020286538.1,96.992,133,4,0,1,133,75,207,6.58e-53,223
NM_001143805.1,XM_020286537.1,91.078,3766,240,36,135,3827,337,4079,0.0,5202
NM_001143805.1,XM_020286539.1,91.056,3768,241,36,133,3827,421,4165,0.0,5201
NM_001143805.1,XM_020286539.1,96.992,133,4,0,1,133,75,207,6.58e-53,223
NM_001143805.1,XM_020286536.1,91.076,3765,240,36,136,3827,674,4415,0.0,5200
NM_001143805.1,XM_020286535.1,91.076,3765,240,36,136,3827,376,4117,0.0,5200
NM_001143805.1,XM_012649567.1,91.128,3652,239,38,134,3721,832,4462,0.0,5031
NM_001143805.1,XM_012649563.1,91.128,3652,239,38,134,3721,442,4072,0.0,5031
NM_001143805.1,XM_012649568.1,91.126,3651,239,38,135,3721,71,3700,0.0,5029
NM_001143805.1,XM_012649562.1,91.126,3651,239,38,135,3721,489,4118,0.0,5029
NM_001143805.1,XM_012649558.1,91.126,3651,239,38,135,3721,75,3704,0.0,5029
NM_001143805.1,XM_003781198.1,88.924,3792,289,52,129,3827,325,4078,0.0,4829
NM_001143805.1,XM_012814113.1,88.939,3788,288,52,133,3827,228,3977,0.0,4827
NM_001143805.1,XM_012814110.1,88.936,3787,288,52,134,3827,440,4188,0.0,4825
NM_001143805.1,XM_012814125.1,88.933,3786,288,52,135,3827,71,3818,0.0,4823
NM_001143805.1,XM_012814105.1,88.933,3786,288,52,135,3827,488,4235,0.0,4823
NM_001143805.1,XM_012814104.1,88.933,3786,288,52,135,3827,431,4178,0.0,4823
NM_001143805.1,XM_012814104.1,93.985,133,7,1,1,133,1,132,2.15e-46,201
NM_001143805.1,XM_012814102.1,88.933,3786,288,52,135,3827,337,4084,0.0,4823
NM_001143805.1,XM_003781199.2,88.933,3786,288,52,135,3827,75,3822,0.0,4823
NM_001143805.1,XM_012814047.1,88.933,3786,288,52,135,3827,365,4112,0.0,4823
NM_001143805.1,XM_012814118.1,88.912,3788,289,52,133,3827,346,4095,0.0,4822
NM_001143805.1,XM_012814118.1,93.985,133,7,1,1,133,1,132,2.15e-46,201
NM_001143805.1,XM_012814097.1,88.930,3785,288,52,136,3827,645,4391,0.0,4821
NM_001143805.1,XM_008584165.1,88.563,3751,294,37,129,3827,216,3883,0.0,4786
NM_001143805.1,XM_008584222.1,88.581,3748,293,37,132,3827,149,3813,0.0,4785
NM_001143805.1,XM_008584214.1,88.574,3746,293,37,134,3827,334,3996,0.0,4782
NM_001143805.1,XM_008584196.1,88.571,3745,293,37,135,3827,459,4120,0.0,4780
NM_001143805.1,XM_008584191.1,88.571,3745,293,37,135,3827,425,4086,0.0,4780
NM_001143805.1,XM_008584191.1,93.233,133,9,0,1,133,1,133,7.51e-46,200
NM_001143805.1,XM_008584182.1,88.571,3745,293,37,135,3827,331,3992,0.0,4780
NM_001143805.1,XM_008584205.1,88.551,3747,294,37,133,3827,340,4003,0.0,4779
NM_001143805.1,XM_008584205.1,93.233,133,9,0,1,133,1,133,7.51e-46,200
NM_001143805.1,XM_008584174.1,88.568,3744,293,37,136,3827,633,4293,0.0,4778
NM_001143805.1,XM_016147415.1,88.126,3756,309,53,135,3827,17430,21111,0.0,4648
NM_001143805.1,XM_011362567.1,87.765,3776,323,51,129,3827,230,3943,0.0,4623
NM_001143805.1,XM_011362568.1,87.772,3770,322,51,135,3827,337,4044,0.0,4617
NM_001143805.1,XM_011362569.2,87.752,3764,322,51,135,3821,327,4028,0.0,4606
NM_001143805.1,XM_011362565.2,87.749,3763,322,51,136,3821,317,4017,0.0,4604
NM_001143805.1,XM_006907989.2,87.874,3744,320,51,129,3805,316,3992,0.0,4597
NM_001143805.1,XM_015586433.2,87.881,3738,319,51,135,3805,337,4007,0.0,4590
NM_001143805.1,XM_006907990.2,87.816,3718,319,51,135,3785,327,3977,0.0,4554
NM_001143805.1,XM_006907988.2,87.813,3717,319,51,136,3785,317,3966,0.0,4552
NM_001143805.1,XM_014783686.1,87.590,3755,342,55,129,3827,150,3836,0.0,4535
NM_001143805.1,XM_004418545.2,87.597,3749,341,55,135,3827,331,4011,0.0,4529
NM_001143805.1,XM_004418545.2,93.750,32,2,0,102,133,1,32,0.86,50.0
NM_001143805.1,XM_004418543.1,87.597,3749,341,55,135,3827,328,4008,0.0,4529
NM_001143805.1,XM_004418542.2,87.593,3748,341,55,136,3827,317,3996,0.0,4527
NM_001143805.1,XM_004369738.1,86.984,3780,349,49,129,3827,40,3757,0.0,4507
NM_001143805.1,XM_004369735.2,86.990,3774,348,49,135,3827,552,4263,0.0,4501
NM_001143805.1,XM_004369735.2,88.722,133,13,2,3,133,121,253,1.55e-35,166
NM_001143805.1,XM_004369734.1,86.990,3774,348,49,135,3827,335,4046,0.0,4501
NM_001143805.1,XM_004369736.1,86.970,3776,349,49,133,3827,347,4060,0.0,4500
NM_001143805.1,XM_004369736.1,88.722,133,13,2,3,133,1,133,1.55e-35,166
NM_001143805.1,XM_004369733.1,86.986,3773,348,49,136,3827,647,4357,0.0,4499
NM_001143805.1,XM_023550772.1,86.757,3783,358,58,135,3827,221,3950,0.0,4432
NM_001143805.1,XM_017345633.1,86.713,3718,348,43,135,3788,239,3874,0.0,4416
NM_001143805.1,XM_007461680.1,86.201,3790,377,49,129,3827,262,3996,0.0,4388
NM_001143805.1,XM_007461686.1,86.216,3787,376,49,132,3827,138,3869,0.0,4387
NM_001143805.1,XM_007461683.1,86.205,3784,376,49,135,3827,75,3803,0.0,4382
NM_001143805.1,XM_007461682.1,86.205,3784,376,49,135,3827,375,4103,0.0,4382
NM_001143805.1,XM_007461682.1,92.208,77,6,0,57,133,1,77,8.58e-20,113
NM_001143805.1,XM_007461681.1,86.205,3784,376,49,135,3827,298,4026,0.0,4382
NM_001143805.1,XM_007461685.1,86.186,3786,377,49,133,3827,290,4020,0.0,4381
NM_001143805.1,XM_007461685.1,92.208,77,6,0,57,133,1,77,8.58e-20,113
NM_001143805.1,XM_007461679.1,86.201,3783,376,49,136,3827,338,4065,0.0,4380
NM_001143805.1,XM_007461684.1,86.198,3782,376,49,137,3827,21,3747,0.0,4378
NM_001143805.1,XM_022583733.1,86.001,3786,384,50,135,3827,224,3956,0.0,4345
NM_001143805.1,XM_029207936.1,85.903,3788,392,50,129,3827,326,4060,0.0,4327
NM_001143805.1,XM_029207941.1,85.918,3785,391,50,132,3827,249,3980,0.0,4326
NM_001143805.1,XM_029207944.1,85.907,3782,391,50,135,3827,72,3800,0.0,4321
NM_001143805.1,XM_029207940.1,85.907,3782,391,50,135,3827,431,4159,0.0,4321
NM_001143805.1,XM_029207940.1,91.729,133,11,0,1,133,1,133,3.89e-43,191
NM_001143805.1,XM_029207937.1,85.907,3782,391,50,135,3827,325,4053,0.0,4321
NM_001143805.1,XM_029207934.1,85.907,3782,391,50,135,3827,76,3804,0.0,4321
NM_001143805.1,XM_029207942.1,85.888,3784,392,50,133,3827,346,4076,0.0,4320
NM_001143805.1,XM_029207942.1,91.729,133,11,0,1,133,1,133,3.89e-43,191
NM_001143805.1,XM_029207943.1,85.903,3781,391,50,136,3827,445,4172,0.0,4319
NM_001143805.1,XM_029207935.1,85.903,3781,391,50,136,3827,628,4355,0.0,4319
NM_001143805.1,XM_004263942.2,85.869,3786,392,52,129,3821,326,4061,0.0,4311
NM_001143805.1,XM_004263945.2,85.884,3783,391,52,132,3821,250,3982,0.0,4310
NM_001143805.1,XM_027577811.1,86.101,3734,314,61,135,3743,79,3732,0.0,4305
NM_001143805.1,XM_012537133.1,85.873,3780,391,52,135,3821,72,3801,0.0,4305
NM_001143805.1,XM_004263943.2,85.873,3780,391,52,135,3821,431,4160,0.0,4305
NM_001143805.1,XM_004263943.2,91.729,133,11,0,1,133,1,133,3.89e-43,191
NM_001143805.1,XM_004263941.2,85.873,3780,391,52,135,3821,325,4054,0.0,4305
NM_001143805.1,XM_004263939.2,85.873,3780,391,52,135,3821,76,3805,0.0,4305
NM_001143805.1,XM_012537120.1,85.873,3780,391,52,135,3821,125,3854,0.0,4305
NM_001143805.1,XM_004263946.2,85.869,3779,391,52,136,3821,445,4173,0.0,4303
NM_001143805.1,XM_004263944.2,85.869,3779,391,52,136,3821,349,4077,0.0,4303
NM_001143805.1,XM_004263944.2,91.729,133,11,0,1,133,1,133,3.89e-43,191
NM_001143805.1,XM_004263940.2,85.869,3779,391,52,136,3821,628,4356,0.0,4303
NM_001143805.1,XM_027115139.1,85.684,3793,393,52,129,3821,326,4068,0.0,4294
NM_001143805.1,XM_019947884.1,85.643,3796,392,52,129,3821,326,4071,0.0,4293
NM_001143805.1,XM_027115141.1,85.688,3787,392,52,135,3821,330,4066,0.0,4287
NM_001143805.1,XM_027115141.1,93.750,32,2,0,102,133,1,32,0.86,50.0
NM_001143805.1,XM_027115140.1,85.688,3787,392,52,135,3821,325,4061,0.0,4287
NM_001143805.1,XM_019947889.1,85.646,3790,391,52,135,3821,72,3811,0.0,4286
NM_001143805.1,XM_019947886.1,85.646,3790,391,52,135,3821,431,4170,0.0,4286
NM_001143805.1,XM_019947886.1,91.729,133,11,0,1,133,1,133,3.89e-43,191
NM_001143805.1,XM_019947885.1,85.646,3790,391,52,135,3821,325,4064,0.0,4286
NM_001143805.1,XM_019947882.1,85.646,3790,391,52,135,3821,76,3815,0.0,4286
NM_001143805.1,XM_027115138.1,85.684,3786,392,52,136,3821,317,4052,0.0,4286
NM_001143805.1,XM_019947888.1,85.643,3789,391,52,136,3821,445,4183,0.0,4285
NM_001143805.1,XM_019947887.1,85.643,3789,391,52,136,3821,349,4087,0.0,4285
NM_001143805.1,XM_019947887.1,91.729,133,11,0,1,133,1,133,3.89e-43,191
NM_001143805.1,XM_019947883.1,85.643,3789,391,52,136,3821,628,4366,0.0,4285
NM_001143805.1,XM_007180993.1,85.476,3718,387,52,135,3743,169,3842,0.0,4175
NM_001143805.1,XM_007180992.1,85.476,3718,387,52,135,3743,297,3970,0.0,4175
NM_001143805.1,XM_007180991.1,85.472,3717,387,52,136,3743,50,3722,0.0,4173
